experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,execution_time,message,experiment_file_path,accuracy,is_model_accepted,created_time_stamp
608a3a72-619c-4248-b137-4e93d2a869d2,2024-04-27-10-05-28,2024-04-27-10-05-28,True,2024-04-27 10:05:30.602941,,,Pipeline has been started.,experiment.csv,,,2024-04-27 10:05:30.603900
883a15aa-63ac-4cdc-af17-2de2b4e5f292,2024-04-27-10-06-38,2024-04-27-10-06-38,True,2024-04-27 10:06:40.066774,,,Pipeline has been started.,experiment.csv,,,2024-04-27 10:06:40.066774
